saleshistorykey,realestatepropertycode,salestypedsc,saledate,saleamt,propertystreetnbrnametext,propertyclasstypedsc,coolingtypedsc,dwellingtypedsc,heatingtypedsc,dwellingyearbuiltdate,storiesquantitydsc,fireplacecnt,bedroomcnt,bathroomcnt
750787921,3046046,New Construction,2020-05-08,2475000,3516 N VALLEY ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2018,2.0,1,7,8
751476829,29003106,t Applicable,1990-08-16,123500,2813 B S WOODROW ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1982,1.00,1,2,1
751635965,35006295,t Applicable,2003-05-28,200000,1301 S ARLINGTON RIDGE RD 806,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751261801,18038012,t Applicable,2024-07-17,820000,809 N BARTON ST,-Single Family Detached,Central air,31 - 2 Story,Hot water,1936,2.00,0,2,2
751543593,30015997,t Applicable,2003-06-03,315000,4248 35th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
750851297,5055006,t Applicable,2004-05-20,729000,3505 21st AVE N,-Single Family Detached,Central air,31 - 2 Story,Hot water,1910,2.0,1,2,4
751596209,32007031,t Applicable,2017-06-21,815000,3125 12th ST S,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1938,1.5+1,1,4,3
750977793,11040049,t Applicable,1990-07-17,195000,1226 N QUINTANA ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1953,1.75,1,2,2
750885193,7009015,t Applicable,1986-04-21,121250,2009 N WOODROW ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.0,1,3,2
750741545,2032022,t Applicable,1988-06-20,368000,3101 N NOTTINGHAM ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1954,2.00,1,4,3
750798633,3064030,Not Market Sale,1988-08-09,230000,2501 N UPLAND ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2016,2.0,1,5,5
751864889,31033299,t Applicable,2014-01-23,574000,3437 KEMPER RD,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air-gas,2011,3.0,0,2,3
750784345,3037006,t Applicable,1980-06-12,130000,3716 N VERMONT ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1957,1.75,2,3,3
751359869,23006128,t Applicable,1992-11-25,194500,4649 5th ST S,-Single Family Detached,Central air,21 - 1 1/2 Story,Hot water,1939,1.5,0,3,3
750701633,1008004,Property in 2 Jurisdictions,2003-06-02,338000,7027 WILLIAMSBURG BLVD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2003,2.0,1,5,5
750864433,6015023,t Applicable,1996-02-26,246000,1916 N QUEBEC ST,-Single Family Detached,Central air,11 - 1 Story,Hot water,1910,1.00,1,2,2
750762181,2080006,t Applicable,1994-08-26,205537,5018 25th ST N,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1940,1.0,1,3,2
751679137,37027034,Land Sale,2018-07-13,485000,3005 S GRANT ST,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Forced hot air,1951,1.00,1,3,1
750879061,7006105,t Applicable,2018-06-19,665000,4807 20th PL N,-Side by side,Window units,102- Accessory Dwelling Unit,Wall units-elec,2000,1.0,0,4,2
750879061,7006105,t Applicable,2018-06-19,665000,4807 20th PL N,-Side by side,Central air,91 - Side X Side,Forced hot air,1952,2.0,0,4,2
751683769,37040007,t Applicable,1991-10-25,347500,2791 FORT SCOTT DR,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1961,1.0,1,3,3
751643449,35007108,t Applicable,2009-11-05,285000,1300 S ARLINGTON RIDGE RD 107,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,2,1
751590605,32001579,Not Market Sale,1983-12-22,57900,1830 COLUMBIA PIKE 504,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,1,1
751710265,8014020,t Applicable,2024-01-05,1307500,1717 N EDISON ST,-Single Family Detached,Central air,31 - 2 Story,Central Warm Air,2002,2.0,1,4,4
751540941,30015015,t Applicable,1987-05-21,82000,4218 35th ST S B1,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,1.00,0,1,1
750851861,5056045,t Applicable,1994-02-04,155000,2121 N MONROE ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1981,2.00,1,2,3
750810205,4009004,t Applicable,1985-09-06,155000,3072 N OAKLAND ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1952,1.00,2,3,3
751586393,32001215,t Applicable,2009-02-23,262000,1401 S BARTON ST 215,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
751462729,28030047,"Foreclosure, Auction, Bankru",2002-09-17,175150,1208 S BUCHANAN ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1952,1.0,0,3,1
751847721,9001038,t Applicable,2011-01-25,1295000,2223 N GREENBRIER ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2010,2.0,1,5,5
751557141,30021706,t Applicable,2013-03-29,369900,4633 36th ST S A1,-Condo Garden,Forced Cool Air,101 - Other,Forced hot air,1940,1.00,0,1,2
750828201,4038164,t Applicable,1989-11-02,950000,3616 N LINCOLN ST,-Single Family Detached,Central air,31 - 2 Story,Central Warm Air,1989,2.0,3,5,5
750855033,6001022,Sale or Gift to Relative,1992-01-31,35000,2149 N TAYLOR ST,-Single Family Detached,Central air,31 - 2 Story,Central Warm Air,2003,2.0,1,4,4
751561533,31008076,t Applicable,2000-05-02,189000,2061 S GLEBE RD,-Townhouse (fee simple own),Central air,71 - Townhouse End Unit,Forced hot air,1989,2.00,0,3,2
750820309,4023005,t Applicable,2004-01-02,775000,2421 N NELSON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.0,2,5,4
751557373,30021720,t Applicable,1987-08-18,132500,4653 36th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751644661,35007174,t Applicable,1996-10-11,64000,1300 S ARLINGTON RIDGE RD 608,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,1,1
751694153,4011509,t Applicable,2022-03-02,2087500,3933 27th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2002,2.0,5,6,7
751896089,11014053,New Construction,2019-02-26,1514330,1836 N ROOSEVELT ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2018,2.0,1,5,5
751648473,35008203,t Applicable,1986-06-17,123000,1769 S HAYES ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1979,2.00,1,2,4
750878709,7006086,t Applicable,1990-02-12,170000,2047 N BRANDYWINE ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1953,2.00,0,3,0
751615165,33007008,"Multiple RPCs, Not A Coded S",2011-10-26,425000,1712 12th ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1969,2.00,1,8,5
751694225,4011511,t Applicable,2011-10-03,1600000,3941 27th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2002,2.0,2,5,6
750796229,3060041,t Applicable,2023-01-20,1000000,4863 OLD DOMINION DR,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1954,1.0,1,3,3
751859049,20015047,t Applicable,2009-04-14,736900,457 N GEORGE MASON DR,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air-gas,2008,3.75,1,3,5
751534945,30013131,t Applicable,1993-06-28,150000,4453 36th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751579553,31029063,t Applicable,2022-07-11,672000,3608 24th RD S,-Side by side,Central air,91 - Side X Side,Forced hot air,1945,2.0,0,3,4
751257641,18022005,Land Sale,2005-07-19,679000,1022 N DANVILLE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2006,2.0,1,5,5
751755005,17013142,"Multiple RPCs, Not A Coded S",2005-08-01,93740000,1415 N TAFT ST 1184,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,1,1
751728373,18058033,t Applicable,2022-05-06,1185000,2300 N PERSHING DR 07,-Commercial Condo,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,3,1
751726269,4028097,Not Previously Assessed,2004-03-06,950008,2367 N EDGEWOOD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2004,2.0,1,5,5
751639305,35006489,t Applicable,1987-11-19,115000,1300 ARMY NAVY DR 0717,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,2,2
751548777,30017513,t Applicable,2016-02-26,450000,3435 S STAFFORD ST B,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751307545,20025008,t Applicable,2007-02-23,541000,4520 2nd ST N,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1958,1.00,2,4,2
751387949,24006002,t Applicable,2021-06-11,999000,133 S FENWICK ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1937,1.5+1,1,5,3
750882541,7006361,"Multiple RPCs, Not A Coded S",1995-09-21,722000,2027 N BUCHANAN CT,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1995,3.0,1,3,3
751724697,6013059,Not Previously Assessed,2005-12-16,1589702,4115 18th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2005,2.0,3,6,6
751709561,14041176,t Applicable,2024-05-06,560000,3830 9th ST N 904W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,1,2
751642481,35007055,t Applicable,2004-04-30,215000,1200 S ARLINGTON RIDGE RD 505,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,1,1
751538605,30013349,t Applicable,2004-07-16,365600,3538 S UTAH ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,1,2
751568481,31014041,t Applicable,1992-01-20,89900,2110 S MONROE ST,-Single Family Detached,None,11 - 1 Story,Forced hot air,1939,1.0,0,1,1
751852673,14044212,Not Previously Assessed,2008-02-22,445900,888 N QUINCY ST 1708,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2008,1.0,0,1,1
751635365,35006257,t Applicable,1990-08-13,75000,1301 S ARLINGTON RIDGE RD 501,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751594237,32002336,t Applicable,1992-07-30,98000,1300 S BARTON ST 336,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
751624641,34024308,t Applicable,2007-08-16,925000,1200 CRYSTAL DR 713,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1986,1.00,0,3,3
751872285,16022189,t Applicable,2013-06-27,850000,1881 N NASH ST 1805,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2009,1.0,0,1,2
751602669,32013572,t Applicable,2004-04-30,255200,1501 S EDGEWOOD ST 572,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
751575957,31024027,Not Previously Assessed,1993-09-15,166850,3025 22nd ST S,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1993,2.5,0,3,3
751642757,35007071,t Applicable,1983-03-18,67500,1200 S ARLINGTON RIDGE RD 604,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,1,1
750771449,3009025,t Applicable,1998-08-28,335000,4601 40th ST N,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1955,1.0,2,3,3
751635741,35006280,t Applicable,1997-07-29,67500,1301 S ARLINGTON RIDGE RD 702,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751601413,32013457,t Applicable,1992-09-17,110000,1415 S EDGEWOOD ST 457,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
751662381,36045001,t Applicable,1993-03-05,325000,737 25th ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1924,2.00,1,4,3
751557517,30021727,t Applicable,1999-07-23,167000,4659 36th ST S A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751586781,32001237,t Applicable,2011-10-19,345000,1401 S BARTON ST 237,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,2,1
750880521,7006210,t Applicable,2005-03-08,575000,1708 N CAMERON ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1925,1.0,0,4,2
751656213,36023019,t Applicable,1985-07-20,136000,1012 20th ST S,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1925,1.75,1,0,3
750864701,6015037,DREA Not a market Sale,2021-12-17,615000,1712 N QUEBEC ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2023,2.0,1,5,5
751643121,35007088,t Applicable,2017-01-04,250000,1200 S ARLINGTON RIDGE RD 704,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,1,1
751267941,18060008,t Applicable,2024-12-06,1989000,258 N BARTON ST,-Single Family Detached,None,35 - 3 and 3+ sty,Hot water,1930,3.0,1,3,6
750791893,3048001,Land Sale,2012-08-15,710000,4206 35th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2013,2.0,2,5,5
750706277,1019038,t Applicable,2007-08-03,650000,2901 N ROCHESTER ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1951,1.0,1,4,3
751865921,16022017,t Applicable,2011-11-22,884104,1881 N NASH ST 301,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2009,1.0,0,2,2
750947541,10024008,t Applicable,1987-01-27,129950,5704 18th RD N,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1949,1.0,1,4,3
750702413,1009030,Property in 2 Jurisdictions,2003-11-25,410000,2728 N YUCATAN ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1951,1.0,1,3,2
751577637,31026004,t Applicable,1986-06-09,60000,3405 25th ST S,-SFD/Comm Zone no site plan,Central air,31 - 2 Story,Forced hot air-gas,1975,2.0,0,2,1
751589553,32001517,t Applicable,2013-05-24,227900,1830 COLUMBIA PIKE 106,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,2,1
750801981,3069009,t Applicable,1995-10-23,362000,4311 40th ST N,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1958,1.0,2,4,3
750791993,3048007,Land Sale,2024-03-27,1140000,3424 N RANDOLPH ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,2024,2,0,6,8
750717049,1051018,t Applicable,1997-12-06,219900,6223 26th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1942,2.0,1,4,4
750738769,2026014,t Applicable,2014-07-11,785000,3040 N HARRISON ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1956,1.0,2,0,3
751745589,18025284,Not Previously Assessed,2005-07-18,467900,1021 N GARFIELD ST 617,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,1,1
751169449,16027006,Land Sale,1994-06-10,113000,1904 N UHLE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1994,2.00,1,3,3
751692313,38018048,Financial Institution,2008-07-17,223125,2720 S TROY ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1941,2.00,0,2,2
751825557,17010166,Not Previously Assessed,2007-06-08,397400,1800 WILSON BLVD 441,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air,2007,1.0,0,0,1
751645541,35008031,t Applicable,2013-10-16,535000,608 15th ST S 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1980,2.00,1,3,4
750798321,3064010,"Foreclosure, Auction, Bankru",1998-09-30,320000,2716 N UPSHUR ST,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1965,1.0,2,4,3
750870593,6031028,t Applicable,1986-06-10,123000,1805 N MONROE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2015,2.0,1,5,5
750848325,5050015,t Applicable,2010-11-04,939000,3813 23rd ST N,-Single Family Detached,Central air,31 - 2 Story,Hot water,1945,2.0,2,4,4
751663933,36050005,t Applicable,2012-11-09,800000,2515 S FERN ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1963,1.00,2,3,3
750951805,10037016,t Applicable,1990-04-26,204000,1457 N LONGFELLOW ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,1,3,4
750795005,3059003,Land Sale,2020-01-31,1425000,4734 34th ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,2022,2.0,3,6,9
751617693,34020108,t Applicable,2001-11-30,165000,1805 CRYSTAL DR 0504S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1984,1.00,0,1,1
751479109,29003237,t Applicable,1980-01-28,53052,2519 A S WALTER REED DR A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1000,1.00,0,2,1
751555945,30021634,t Applicable,2000-05-19,183000,3442 S WAKEFIELD ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751862309,27007789,t Applicable,2010-05-13,375000,4121 S FOUR MILE RUN DR 102,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1966,1.0,0,2,2
750943845,10016018,t Applicable,1993-05-05,178000,5711 20th ST N,-Single Family Detached,None,21 - 1 1/2 Story,Forced hot air,1941,1.50,0,3,2
750862641,6013018,Sale or Gift to Relative,1993-12-20,150000,2017 N STAFFORD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2005,2.0,2,4,4
751803709,14031104,t Applicable,2015-10-09,735000,3625 10th ST N 404,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,3
751594213,32002334,t Applicable,1998-12-03,115000,1300 S BARTON ST 334,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,2,1
751369929,23020015,t Applicable,1990-09-14,235000,4146 6th ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1947,2.0,1,4,4
751555625,30021618,t Applicable,2001-02-15,215500,3416 S WAKEFIELD ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751862745,27007817,t Applicable,2011-04-15,422500,4125 A S FOUR MILE RUN DR,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1966,2.0,0,3,2
750790501,3047117,Land Sale,2018-04-24,711350,4345 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2019,2.0,2,5,5
750892653,7026027,t Applicable,1990-05-21,211500,4431 17th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1937,2.0,1,3,2
750769913,3005025,t Applicable,2003-04-23,525000,4025 N STAFFORD ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1957,1.00,2,3,0
751637881,35006399,t Applicable,2022-02-10,400000,1300 ARMY NAVY DR 0417,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,2,2
750815489,4011434,t Applicable,1992-08-03,595000,2751 N RANDOLPH ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1974,2.0,2,4,0
751574977,31020015,t Applicable,2000-06-05,70000,3455 23rd ST S,-Side by side,None,91 - Side X Side,Forced hot air,1958,1.00,0,2,1
750707529,1021018,t Applicable,2006-06-19,630000,6201 30th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2012,2.0,2,5,6
751601545,32013464,t Applicable,1989-09-19,179000,1415 S EDGEWOOD ST 464,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,3,2
750714865,1046001,t Applicable,2001-05-11,330600,6412 27th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2021,2.0,1,5,5
751273557,18074167,t Applicable,2020-01-27,285000,50 N BEDFORD ST 50A,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,0,1,1
751873873,16022235,t Applicable,2022-03-23,2170000,1881 N NASH ST 2408,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2009,1.0,0,2,3
751349761,22011087,"Foreclosure, Auction, Bankru",1999-03-25,58000,5565 COLUMBIA PIKE 315,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,2,1
751574333,31019012,Not Market Sale,1993-11-02,53500,2217 S NELSON ST,-Single Family Detached,None,11 - 1 Story,Forced hot air,1915,1.00,0,0,0
751533909,30006380,t Applicable,1999-10-26,179900,3177 S STAFFORD ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
