saleshistorykey,realestatepropertycode,salestypedsc,saledate,saleamt,propertystreetnbrnametext,propertyclasstypedsc,coolingtypedsc,dwellingtypedsc,heatingtypedsc,dwellingyearbuiltdate,storiesquantitydsc,fireplacecnt,bedroomcnt,bathroomcnt
751604613,32014549,t Applicable,1992-03-20,104000,1510 S EDGEWOOD ST 549,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
751361849,23009019,t Applicable,2021-08-27,640000,3729 3rd ST S,-Side by side,Central air,91 - Side X Side,Forced hot air,1940,2.0,0,5,3
751611513,33001047,t Applicable,2003-08-28,269000,1627 13th ST S,-Single Family Detached,None,12 - 1 Story with Attic,Forced hot air,1940,1.0,0,2,2
751733761,20012390,Not Previously Assessed,2005-06-01,383900,4225 HENDERSON RD 304,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,1,1
751594813,32003009,t Applicable,2000-05-18,295000,1016 S CLEVELAND ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Hot water,1939,2.25,2,5,3
750790433,3047113,t Applicable,2013-09-27,899000,3120 N THOMAS ST,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Baseboard,1966,2.0,2,4,4
751263425,18041015,t Applicable,1993-07-16,153300,818 N DANVILLE ST,-Single Family Detached,Central air,11 - 1 Story,Hot water,1925,1.00,1,2,1
751623353,34024241,t Applicable,1993-01-25,210000,1300 CRYSTAL DR 1701S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1981,1.00,0,2,2
751590609,32001579,t Applicable,1998-06-15,65000,1830 COLUMBIA PIKE 504,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,1,1
750783721,3036212,t Applicable,2014-03-07,849000,3810 N RICHMOND ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1982,2.00,2,3,5
750716077,1048012,t Applicable,2019-07-29,945000,2601 N QUANTICO ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.0,1,4,4
751540081,30014429,t Applicable,1981-06-25,87500,4438 36th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751811689,34027176,t Applicable,2021-01-13,465000,3600 S GLEBE RD 428W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
751622025,34024168,t Applicable,2009-02-27,390000,1300 CRYSTAL DR 908S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1981,1.00,0,1,2
750810745,4010016,t Applicable,2021-10-27,1455000,3015 N POLLARD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,1,4,4
751538285,30013331,t Applicable,2017-08-14,455000,3508 S UTAH ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
750721613,1064004,Partial Interest,1987-06-23,60000,2444 N POCOMOKE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1941,2.0,1,4,3
750782589,3036128,t Applicable,2005-05-03,911000,4404 36th ST N,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air-gas,2008,2.5,2,8,8
751723209,14051724,t Applicable,2009-06-03,479000,851 N GLEBE RD 1519,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2003,1.0,1,2,2
751249057,18003458,t Applicable,2015-02-13,560000,2310 14th ST N 402,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1996,1.0,1,2,2
751624317,34024294,Not Previously Assessed,1993-05-28,246583,1200 CRYSTAL DR 912,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1986,1.00,0,2,2
751646577,35008089,t Applicable,2001-07-27,230000,722 15th ST S 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1979,2.00,1,2,4
751615485,33008004,Financial Institution,2008-07-07,349900,1311 S QUEEN ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1949,2.00,0,2,2
750940757,10009014,t Applicable,2015-07-14,1500000,5709 22nd ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2012,2.0,1,5,5
751814401,34027291,t Applicable,2009-09-11,330000,3600 S GLEBE RD 916W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
750775645,3020019,Not Market Sale,2017-06-30,767000,5037 34th RD N,-Single Family Detached,Central air,,Forced hot air-gas,2021,2.0,2,5,6
751543881,30016571,t Applicable,1986-12-18,105000,4231 35th ST S A2,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,1.00,0,1,2
751658601,36031004,t Applicable,2021-01-15,1250000,815 23rd ST S,-Duplex,Central air,38 - Duplex,Forced hot air,1954,2.00,0,6,4
750749001,2048013,t Applicable,2022-08-11,1900000,5117 27th ST N,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Forced hot air-gas,2013,1,0,4,6
750711645,1034020,Estate Sale,2007-02-23,490250,2648 N SYCAMORE ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1951,1.0,1,3,3
750918673,9014010,t Applicable,2006-11-15,550000,5400 20th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1951,1.0,1,3,2
750890157,7018017,t Applicable,1998-10-14,235000,2059 N VERNON ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1950,1.75,1,3,3
751679097,37027033,t Applicable,1983-01-20,110000,3001 S GRANT ST,-Single Family Detached,Window units,"63 - Split-level, 3 levels",Forced hot air,1950,0,1,3,2
750804153,3073003,t Applicable,2005-04-15,675000,3713 N GLEBE RD,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1956,1.0,2,4,3
750879169,7006113,"Multiple RPCs, Not A Coded S",1995-04-26,1170000,4814 21st ST N,-Side by side,Central air,91 - Side X Side,Forced hot air,1960,2.00,0,3,4
751589113,32001412,t Applicable,1997-09-05,139000,1016 S WAYNE ST 0912,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1982,1.00,0,1,2
751847089,15026017,Not Previously Assessed,2007-12-13,1540000,1717 N BARTON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2007,2.0,2,5,5
751852253,14044176,t Applicable,2009-05-27,398000,888 N QUINCY ST 1408,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2008,1.0,0,1,1
751544101,30016585,t Applicable,2007-03-09,405000,4247 35th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,1,2
751828477,17007042,t Applicable,2010-01-26,1700000,1600 CLARENDON BLVD W305,-Condo Mid-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,1,3,3
751836825,17038018,"Foreclosure, Auction, Bankru",2009-07-28,1150000,1221 N QUINN ST 12,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1963,1.0,0,1,1
751664565,36052006,t Applicable,1989-08-17,265000,2721 S GRANT ST,-Single Family Detached,Central air,"63 - Split-level, 3 levels",Hot water,1955,0,1,3,3
751897921,1001063,t Applicable,2021-07-13,2945000,3534 N SOMERSET ST,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air-gas,2008,2.5,2,6,9
750790481,3047116,t Applicable,2020-02-18,1649150,4339 26th ST N,-Single Family Detached,Central air,,Forced hot air-gas,2019,2.0,1,5,5
751639101,35006479,t Applicable,1986-07-02,70000,1300 ARMY NAVY DR 0707,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
750885913,7011022,t Applicable,2002-11-15,128500,2030 N VERMONT ST 301,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1953,1.00,0,1,1
750829917,5001059,t Applicable,2023-06-28,1200000,4419 VACATION LN,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1950,2.0,1,3,4
751352697,22014084,t Applicable,1989-08-28,62500,5353 COLUMBIA PIKE 403,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,1,2
750928281,9043001,Estate Sale,2013-04-29,715000,1427 N IVANHOE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.00,2,3,0
751555973,30021636,t Applicable,1986-12-30,105000,3446 S WAKEFIELD ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751723153,14051721,t Applicable,2018-09-14,651400,851 N GLEBE RD 1219,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2003,1.0,1,2,2
750806529,4002053,t Applicable,2002-09-12,568000,3715 ROBERTS LN,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1957,1.0,2,5,5
751703745,31008674,Multiple RPCs Not Market Sal,2002-01-22,1900000,2952 22nd ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2002,2.0,1,4,4
751646541,35008087,t Applicable,2002-02-21,292000,720 15th ST S 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1979,2.00,1,3,4
751676189,37021190,t Applicable,1989-07-05,410000,2734 FORT SCOTT DR,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Forced hot air,1950,1.0,2,3,0
751831909,34027357,t Applicable,2024-10-21,585000,3650 S GLEBE RD 259,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,0,2,2
751860161,27007746,t Applicable,2009-08-28,369000,4141 S FOUR MILE RUN DR 402,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1966,1.0,0,2,2
750701381,1007003,Land Sale,2012-06-15,660000,6813 31st ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,2013,2.25,1,4,5
751576061,31024034,Not Market Sale,2001-11-15,235000,2186 S GLEBE RD,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1993,2.5,0,3,3
751648385,35008197,t Applicable,2004-06-04,380000,1763 S HAYES ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1979,2.00,1,2,4
750869845,6029007,t Applicable,1989-06-13,140000,1715 N NELSON ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1989,2.25,1,5,4
751708913,14041156,t Applicable,2004-06-22,335000,3830 9th ST N 608W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,1,1
751850757,14044087,t Applicable,2018-09-13,435000,888 N QUINCY ST 705,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2008,1.0,0,1,1
750964377,11010091,t Applicable,2007-08-24,462500,6924 FAIRFAX DR 304,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1995,1.00,0,0,0
751352121,22014051,t Applicable,2015-04-28,184500,5353 COLUMBIA PIKE 106,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,1,2
750876113,7001187,t Applicable,1985-04-19,77900,4390 LORCOM LN 809,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1961,1.00,0,2,2
751688877,38007018,t Applicable,1986-11-14,70000,2635 S UHLE ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1941,2.00,0,2,1
751673157,37020017,Not Previously Assessed,1989-03-28,575000,1117 OAKCREST RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1988,2.0,2,3,3
750941993,10011035,t Applicable,1980-05-15,118900,2238 N ILLINOIS ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1979,2.00,1,4,3
750788109,3046056,t Applicable,2022-02-22,2775000,4651 35th ST N,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air-gas,2007,2.5,2,6,7
751662933,36046015,t Applicable,2014-07-14,620000,823 25th ST S,-Single Family Detached,None,11 - 1 Story,Hot water,1928,1.00,1,0,0
751573333,31017172,t Applicable,1999-01-28,122000,2208 S RANDOLPH ST 00001,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1976,2.00,0,2,3
751830701,27007480,t Applicable,2019-12-05,415000,4165 S FOUR MILE RUN DR 204,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1966,1.0,0,2,2
750954061,10040018,t Applicable,1987-10-20,174000,2012 N KENILWORTH ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.0,2,3,3
750810961,4010030,t Applicable,2009-07-14,1000000,3819 30th ST N,-Single Family Detached,Central air,31 - 2 Story,Hot water,1948,2.0,5,4,4
751903033,4011307,DREA Not a market Sale,2021-08-27,1300000,2539 N RIDGEVIEW RD,-Single Family Detached,Central air,32 - 2-Story with Attic,Geothermal,2022,2.0,3,4,6
750803805,3071097,t Applicable,2004-08-19,875000,4007 N ABERDEEN ST,-Single Family Detached,Central air,51 - Sub-Nbhd,Forced hot air,1979,2.00,3,5,4
750796017,3060029,t Applicable,2008-03-27,730000,4760 33rd ST N,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Forced hot air,1955,1.00,2,0,0
751793821,18014145,t Applicable,2013-02-08,410000,1201 N GARFIELD ST 302,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
750813245,4011163,"Multiple RPCs, Not A Coded S",2023-09-14,1625000,4031 NELLY CUSTIS DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1954,2.0,2,6,6
751834465,34027473,DREA Not a market Sale,2023-07-17,500000,3650 S GLEBE RD 643,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,0,2,2
751900901,11006112,New Construction,2021-07-09,1277350,6717 LANGSTON BLVD,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air-gas,2020,3.0,1,4,5
750903893,7051027,t Applicable,2011-06-16,1225000,4917 11th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1937,2.0,2,5,5
750714725,1045018,t Applicable,2014-07-15,939000,2609 N SYCAMORE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1950,2.0,1,6,4
751804121,14031121,Not Previously Assessed,2006-11-03,670854,3625 10th ST N 601,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,3
750786209,3041042,t Applicable,1991-06-03,370000,4711 LITTLE FALLS RD,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1965,2.00,3,4,4
750762565,2081012,t Applicable,1999-10-12,275000,2313 N EVERGREEN ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1947,1.50,0,4,2
751684385,37041016,t Applicable,1995-05-23,286000,716 26th PL S,-Single Family Detached,Central air,12 - 1 Story with Attic,Hot water,1954,1.0,2,4,4
751572329,31017114,t Applicable,1983-12-29,105250,2110 S QUINCY ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1976,2.00,1,3,3
751557257,30021713,t Applicable,2010-07-22,345000,4643 36th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,1,2
750872689,6036008,Not Market Sale,1988-06-02,155000,4112 CHERRY HILL RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2008,2.0,2,5,6
751293861,19043006,t Applicable,2019-06-10,1100000,3300 N PERSHING DR,-Single Family Detached,Central air,33 - 2 1/2 sty,Hot water,1935,2.5,2,5,3
750789021,3047034,Land Sale,2005-01-06,735000,3404 N UTAH ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2006,2.0,1,5,5
751866813,16022040,t Applicable,2010-08-18,800000,1881 N NASH ST 412,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2009,1.0,0,2,2
750707893,1022008,t Applicable,1983-08-26,84000,6212 30th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.00,0,3,0
751556753,30021683,t Applicable,1988-07-26,137500,4611 36th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,1,2
750796901,3062006,t Applicable,2012-02-07,625000,2706 N WAKEFIELD ST,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1954,,2,3,3
751569725,31015047,t Applicable,2001-08-30,270000,2108 S NELSON ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1982,1.0,1,6,2
751811137,34027153,Not Previously Assessed,2006-11-27,282789,3600 S GLEBE RD 405W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
751681105,37032044,t Applicable,2009-07-15,439000,3094 S GLEBE RD,-Townhouse (condo own),Central air,81 - Townhouse Center Unit,Forced hot air,1990,3.0,1,3,4
750708481,1024014,Partial Interest,1990-07-19,15000,6005 28th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1951,2.00,2,3,4
751723773,14051750,t Applicable,2013-03-15,435000,851 N GLEBE RD 321,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2003,1.0,1,1,1
751564453,31011063,t Applicable,2001-06-26,194900,2051 S LINCOLN ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1982,2.00,0,4,3
750784441,3037011,DREA Not a market Sale,2021-11-17,1175000,4525 DITTMAR RD,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.00,1,3,2
751667773,37006002,t Applicable,2009-06-01,490000,1130 17th ST S,-Single Family Detached,None,12 - 1 Story with Attic,Forced hot air,1925,1.0,1,2,4
751639005,35006473,t Applicable,1987-05-01,77500,1300 ARMY NAVY DR 0701,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
750708513,1024015,t Applicable,1999-05-17,238000,2807 N NOTTINGHAM ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2013,2.0,1,6,6
751667545,37005013,Estate Sale,2001-08-10,243000,1116 16th ST S,-Side by side,Central air,91 - Side X Side,Forced hot air,1939,2.00,1,2,2
750812093,4011083,t Applicable,2003-01-29,519000,3811 27th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1958,1.0,2,0,3
751640917,35006566,t Applicable,2003-01-03,150000,1300 ARMY NAVY DR 1005,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751563309,31010054,t Applicable,2003-08-27,240000,2013 S KENMORE ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1990,2.00,1,3,4
750797225,3063023,t Applicable,2021-07-21,1150000,4714 25th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1987,2.00,1,3,4
751635245,35006250,t Applicable,2007-05-01,300000,1301 S ARLINGTON RIDGE RD 405,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751538349,30013335,t Applicable,2001-09-21,257500,3516 S UTAH ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,3,2
751813257,34027242,t Applicable,2007-02-13,494368,3600 S GLEBE RD 620W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,2
751636761,35006338,t Applicable,2000-10-26,90000,1300 ARMY NAVY DR 0216,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751882865,5056109,Not Previously Assessed,2013-03-19,304320,2101 N MONROE ST 316,-Condo Garden,Central air,,Forced hot air-gas,2013,1.0,0,1,1
750797165,3063015,t Applicable,1998-04-30,395000,4600 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1960,2.0,2,6,8
751190409,17003437,t Applicable,2002-04-23,395000,1600 N OAK ST 925,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1987,1.00,0,2,2
751380813,23039007,t Applicable,1992-06-29,215000,3904 9th ST S,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1939,1.00,1,3,3
751618977,34020173,t Applicable,2005-08-25,375000,1805 CRYSTAL DR 0815S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1984,1.00,0,1,1
751622085,34024172,t Applicable,1993-12-17,340000,1300 CRYSTAL DR 1002S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1981,1.00,0,3,3
750776573,3025004,t Applicable,1989-11-29,272500,4932 34th ST N,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1947,1.75,1,2,3
751716081,14051387,t Applicable,2004-10-18,390000,851 N GLEBE RD 802,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2003,1.0,1,1,1
750729877,2008045,t Applicable,2021-09-14,1850000,6134 36th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2008,2.0,2,5,5
751633201,35006137,t Applicable,2018-03-07,610000,1101 S ARLINGTON RIDGE RD 0809,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1976,1.00,0,2,3
751848973,27007627,t Applicable,2008-06-27,385400,4161 S FOUR MILE RUN DR 103,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1966,1.0,0,2,2
751579241,31029047,t Applicable,2001-09-11,167000,2416 S OAKLAND ST,-Side by side,Central air,91 - Side X Side,Hot water,1945,2.00,0,3,2
751845177,18084020,t Applicable,2024-11-06,474999,2220 FAIRFAX DR 107,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,0,3,1
751878517,17023077,t Applicable,2018-02-07,784572,1418 N RHODES ST B 129,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,2010,2.0,0,2,3
751811717,34027177,t Applicable,2012-09-21,479900,3600 S GLEBE RD 429W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,2
751639565,35006503,t Applicable,2021-07-14,275000,1300 ARMY NAVY DR 0801,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751862385,27007796,t Applicable,2011-02-08,369900,4121 S FOUR MILE RUN DR 202,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1966,1.0,0,2,2
750777941,3028037,t Applicable,2011-02-28,1020000,4786 WILLIAMSBURG BLVD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1966,2.0,3,4,4
750881473,7006274,"Multiple RPCs, Not A Coded S",1999-06-25,293000,2003 N BRANDYWINE ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air-gas,1980,3.0,2,4,4
751538657,30013351,t Applicable,2005-08-19,479000,3542 S UTAH ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751805621,11011054,Not Previously Assessed,2006-10-16,572434,2200 N WESTMORELAND ST 220,-Condo Mid-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,2
750789657,3047069,t Applicable,1986-10-08,155000,4054 35th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1952,1.00,1,3,0
750838585,5024014,New Construction,2014-06-30,1785000,4126 26th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2013,2.0,2,5,7
751727369,14025152,t Applicable,2016-04-26,812500,1000 N RANDOLPH ST 609,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,3,3
751707665,14041112,t Applicable,2015-05-27,424750,3830 9th ST N 204W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,1,2
751339793,22001461,t Applicable,2005-05-05,280203,806 S ARLINGTON MILL DR 10203,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,1.00,0,2,1
750975613,11035020,t Applicable,2001-04-30,325000,1821 N OHIO ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1966,1.0,2,0,3
751547841,30017460,t Applicable,1988-12-14,159000,3371 S STAFFORD ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751505749,29007667,t Applicable,1997-06-11,137900,4866 28th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1944,2.00,0,2,2
751616725,34020054,t Applicable,2001-05-03,128000,1805 CRYSTAL DR 0204S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1984,1.00,0,1,1
750710057,1029007,t Applicable,1982-09-30,130000,6224 29th ST N,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1948,1.75,2,4,4
751677093,37021303,t Applicable,2003-03-20,469000,2804 S IVES ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.00,1,3,2
751664573,36052006,t Applicable,2001-02-28,335000,2721 S GRANT ST,-Single Family Detached,Central air,"63 - Split-level, 3 levels",Hot water,1955,0,1,3,3
751792329,17012280,Not Previously Assessed,2006-10-26,950000,2001 15th ST N 1412,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,3
750712517,1036017,Partial Interest,1998-09-01,69637,6535 28th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1951,2.00,1,3,3
751637313,35006369,t Applicable,2005-06-23,483000,1300 ARMY NAVY DR 0317,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,2,2
751667893,37006008,t Applicable,1989-07-12,275000,1100 17th ST S,-Single Family Detached,None,31 - 2 Story,Forced hot air,1924,2.00,0,2,0
750710877,1032002,t Applicable,1993-07-22,182000,6424 29th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1952,1.00,1,3,3
750760993,2075022,t Applicable,1997-04-28,182500,2527 N LEXINGTON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1938,2.0,1,3,3
750806645,4002059,Land Sale,2019-12-20,1315000,3618 N NELSON ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,2021,2.0,2,7,9
750779097,3032045,t Applicable,1995-10-30,307500,3737 N VERMONT ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,2017,2.0,1,6,6
750945945,10019006,t Applicable,2015-09-17,800000,2000 N MADISON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,2,5,3
750760685,2074056,t Applicable,2016-11-30,735000,5639 LANGSTON BLVD,-Townhouse (fee simple own),Central air,71 - Townhouse End Unit,Forced hot air,1981,3.0,2,3,4
751631385,35006049,Partial Interest,2017-06-27,417500,1101 S ARLINGTON RIDGE RD 0306,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1976,1.00,0,2,3
750704589,1015021,t Applicable,1994-04-30,278000,6655 LITTLE FALLS RD,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.0,1,4,3
751538901,30014363,t Applicable,1989-05-16,160000,4322 36th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751641789,35007019,t Applicable,1981-10-16,61200,1200 S ARLINGTON RIDGE RD 302,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,2,1
751635457,35006262,t Applicable,1991-08-13,93000,1301 S ARLINGTON RIDGE RD 506,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751782577,38002154,t Applicable,2008-09-30,361900,2301 25th ST S 4-401,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,2003,1.0,0,2,2
